status_label,year,current_assets,ebitda,net_income,market_value,total_assets,long_term_debt,ebit,current_liabilities,total_revenue,total_liabilities
0,2003,1006.0,19.9,-76.7,2072.962,1296.9,400.0,-39.3,265.5,773.2,669.2
0,2004,835.6,78.2,16.4,1790.321,1428.1,400.0,36.5,302.0,784.3,768.8
0,2005,853.0,159.0,110.7,2032.925,1535.0,400.0,91.8,286.6,1169.2,761.1
0,2006,942.7,140.4,65.7,1677.132,1611.4,400.0,72.6,260.1,1281.9,737.9
0,2007,1008.2,167.9,106.3,2199.12,1764.8,200.6,100.7,474.1,1322.2,757.2
0,2008,1077.4,173.3,-41.9,705.642,1921.0,650.7,90.9,278.0,1456.4,1006.8
0,2009,900.2,84.7,-474.3,805.644,1343.6,651.0,18.3,236.0,996.7,987.4
0,2010,1107.7,121.4,62.0,1231.524,1474.5,650.8,59.9,288.7,1156.6,1040.1
0,1999,9.757,-0.265,-2.207,3.2449,13.986,5.974,-0.932,2.804,29.37,8.778
0,2000,7.884,0.672,-0.808,4.5428,11.608,4.875,-0.028,2.278,25.367,7.153
0,2001,6.494,0.381,-1.738,2.9667,8.635,3.873,-0.38,2.045,24.051,5.918
0,2002,5.938,0.711,0.084,1.5761,7.85,2.546,0.356,2.481,20.087,5.027
0,2004,5.807,1.614,1.345,13.9065,6.245,0.222,1.454,3.222,19.833,3.58
0,2005,7.726,1.856,1.9,19.7568,8.153,0.0,1.679,3.375,23.135,3.49
0,2006,13.582,1.252,1.005,29.0131,14.341,0.0,1.036,3.6,24.998,3.672
0,2007,13.454,-0.432,-4.673,30.4793,27.171,5.822,-0.932,6.259,28.72,12.296
0,2008,12.686,-2.721,-11.049,5.0201,21.401,0.023,-4.407,16.483,34.28,17.224
0,1999,381.872,123.16,36.972,910.5998,1160.266,591.784,97.527,164.276,732.443,808.333
0,2000,600.418,190.533,55.508,1764.3893,1610.435,504.445,125.697,206.438,900.794,762.548
0,2001,662.521,163.601,-37.914,1172.2111,2390.008,1030.254,85.99,343.155,974.99,1498.392
0,2002,671.429,187.264,-99.661,612.71,2296.924,847.266,142.699,378.601,1230.762,1295.081
0,2003,692.991,155.228,13.833,1045.8834,2329.268,782.249,105.547,358.271,1297.285,1197.279
0,2004,672.072,153.829,-314.737,895.299,2003.842,10.0,66.613,1040.406,1339.48,1120.2
0,2005,1037.047,163.101,133.769,1541.7638,1623.383,0.017,95.995,665.257,553.617,705.305
0,2006,353.541,138.914,82.544,1038.6859,927.239,0.0,96.041,155.573,653.828,203.24
0,2007,581.502,40.816,-13.581,882.4491,1288.165,300.0,-5.522,198.375,722.425,557.038
0,1999,28.957,3.873,-0.138,6.1972,42.21,0.591,1.849,39.835,107.31,52.453
1,1999,4424.0,2248.0,985.0,9932.415,24374.0,5689.0,1156.0,5864.0,17730.0,17516.0
1,2000,5179.0,2583.0,813.0,5958.9688,26213.0,5474.0,1381.0,6990.0,19703.0,19037.0
1,2001,6540.0,-456.0,-1762.0,3445.0155,32841.0,9834.0,-1860.0,7512.0,18963.0,27468.0
1,2002,4937.0,-1256.0,-3511.0,1030.1874,30267.0,12310.0,-2622.0,7240.0,17299.0,29310.0
1,2003,4682.0,582.0,-1228.0,2066.5869,29330.0,13126.0,-795.0,6559.0,17440.0,29284.0
1,2004,4971.0,1159.0,-761.0,1764.6582,28773.0,13524.0,-133.0,7018.0,18645.0,29354.0
1,2005,6164.0,1266.0,-861.0,4062.1324,29495.0,13456.0,102.0,8320.0,20712.0,30973.0
1,2006,6902.0,2217.0,231.0,6717.8315,29145.0,12041.0,1060.0,8505.0,22563.0,29751.0
1,2007,7229.0,2093.0,504.0,3499.0539,28571.0,10093.0,1029.0,8483.0,22896.0,25914.0
1,2008,5935.0,510.0,-2071.0,2976.3858,25175.0,9001.0,-573.0,9374.0,23766.0,28110.0
1,2009,6642.0,262.0,-1468.0,2571.1835,25438.0,10583.0,-745.0,7728.0,19917.0,28927.0
1,2010,6838.0,1303.0,-471.0,2597.5755,25088.0,9253.0,308.0,8780.0,22170.0,29033.0
0,1999,27.276,1.171,-0.366,20.6275,51.073,28.29,0.442,12.934,23.862,41.937
0,2000,28.391,3.96,-0.69,10.8433,55.896,26.101,2.009,16.759,89.817,48.828
0,2001,26.587,6.381,-0.264,31.7262,53.03,18.588,4.305,18.524,90.994,43.209
0,2002,21.724,3.455,-0.123,17.7415,46.677,16.202,2.201,15.447,78.877,37.266
0,2003,18.432,2.556,-0.667,16.4753,41.154,13.388,1.364,14.723,68.159,33.124
0,2004,21.779,2.338,-0.928,34.3759,43.441,11.894,1.185,19.869,69.366,36.192
0,2005,21.795,4.704,-0.435,57.3588,42.9,12.847,3.525,18.193,81.521,36.117
0,2006,42.653,7.276,3.094,103.0205,63.188,14.872,6.047,28.342,135.359,48.265
0,2007,67.534,14.214,6.305,162.3832,96.535,4.429,12.634,46.314,235.953,55.609
0,2008,69.819,11.371,5.01,34.6617,120.017,25.2,8.195,44.976,217.89,75.504
0,2009,45.548,3.799,-15.032,56.4416,77.515,12.671,1.28,30.479,138.985,45.755
0,2010,48.452,6.398,2.105,85.3412,74.791,10.8,4.64,26.497,140.602,39.617
0,2011,53.47,13.767,8.272,80.5638,79.345,9.6,12.368,23.609,139.192,36.355
0,2012,64.321,17.933,10.85,168.7421,94.104,0.0,16.683,27.54,135.052,32.11
0,2013,124.772,25.643,6.557,413.2812,348.536,79.16,18.996,59.333,197.317,178.13
0,2014,142.967,35.6,13.077,408.1892,414.365,103.541,24.332,75.351,263.217,233.141
0,2015,228.456,45.171,-5.602,260.4902,598.819,157.834,28.651,148.173,367.422,353.798
0,2016,212.978,56.219,-38.218,476.5599,498.634,122.367,37.316,146.358,417.011,308.552
0,2017,173.942,28.065,-3.029,177.3441,438.549,111.036,11.977,107.851,345.051,251.98
0,2018,160.865,27.334,-7.121,235.008,392.582,82.313,14.062,103.886,337.339,214.022
0,1999,82.923,27.638,9.757,363.8543,165.216,24.608,21.084,32.557,157.104,63.123
0,2000,162.806,31.345,14.4,1382.4056,248.707,12.983,22.362,28.902,185.924,46.775
0,2001,189.471,44.563,21.354,626.535,310.252,11.428,32.963,37.097,232.808,55.131
0,2002,194.201,19.693,-10.781,417.0139,318.465,12.638,7.233,49.305,202.634,68.983
0,2003,211.238,29.472,6.395,461.7062,330.616,10.956,14.795,49.682,291.78,72.201
0,2004,327.48,62.111,12.147,1060.6898,551.391,5.505,40.255,89.615,414.101,124.294
0,2005,262.803,62.582,17.041,626.7576,589.849,4.19,38.17,101.054,463.371,145.869
0,2006,328.354,77.942,26.959,878.4009,638.022,3.558,47.473,119.215,551.846,150.352
0,1999,846.816,316.203,156.932,6614.3374,1308.331,18.174,221.231,282.687,1630.273,326.31
0,2000,1355.286,954.43,567.537,3015.3565,1885.098,13.722,824.548,343.533,2608.113,380.064
0,2001,1150.868,167.985,-7.232,3657.7783,1691.599,0.0,35.077,194.677,1249.98,215.564
0,2002,1077.957,97.052,-12.438,1563.849,1700.513,0.0,-22.869,185.557,1134.111,237.357
0,2003,1101.979,65.955,-107.606,2863.4555,1667.877,0.0,-27.842,214.89,1136.577,281.333
0,2004,1118.136,151.343,55.732,2118.6988,1689.749,0.0,70.609,196.572,1283.202,250.498
0,2005,1203.772,161.147,81.752,3048.2232,1675.208,0.0,96.181,171.03,1333.208,227.099
0,2006,1421.395,236.072,153.865,2609.4448,1899.536,0.0,182.213,207.36,1498.495,264.257
0,2007,1377.205,219.482,149.473,2191.3555,2109.078,0.0,163.936,220.516,1619.275,279.727
0,2008,1132.504,175.718,80.846,1547.0867,1872.529,0.0,109.52,149.402,1389.613,202.776
0,2009,1316.358,227.244,142.858,2415.0508,2051.492,0.0,169.071,193.273,1304.966,250.485
0,2010,1602.115,381.118,244.003,2536.8172,2319.482,0.0,333.499,235.665,1653.176,280.065
0,2011,1727.145,322.441,152.805,2248.9093,2468.012,0.0,275.551,297.073,1545.254,347.259
0,2012,1945.533,193.276,-64.312,2006.7327,2601.995,0.0,146.405,330.877,1414.4,629.065
0,2013,1768.723,209.373,127.037,2217.1528,2384.988,0.0,159.164,161.934,1442.604,337.303
0,2014,1744.552,254.963,225.871,2400.0713,2459.015,0.0,212.749,266.309,1353.228,327.052
0,2015,1686.891,208.253,101.535,2105.3744,2409.819,0.0,169.302,180.302,1195.529,232.713
0,2016,1836.404,244.734,125.785,2750.6934,2477.413,0.0,202.047,216.067,1312.661,260.934
0,2017,1701.724,242.353,4.91,2787.5827,2672.766,0.0,182.534,294.563,1562.474,429.323
0,2018,1783.727,404.11,271.813,2927.4428,2813.278,0.0,314.079,313.185,1791.79,429.098
0,1999,498.794,964.345,168.903,2592.4641,6608.506,2206.052,578.777,495.49,2423.353,4402.773
0,2000,793.913,1070.381,302.332,4039.7906,7149.151,1955.083,675.971,1191.298,3690.175,4766.437
0,2001,727.405,1102.53,312.166,3549.9263,7981.748,2673.078,674.627,1090.929,4551.373,5482.425
0,2002,812.688,940.933,149.408,3110.883,8425.806,2881.695,516.047,1055.115,2637.279,5739.653
0,2003,969.047,920.196,240.579,3653.3458,9536.378,2897.725,482.053,1150.974,2817.852,6706.599
0,2004,1137.13,907.364,243.195,4076.5271,9896.747,2584.985,506.259,1625.896,2899.725,6946.551
0,2005,1891.392,1001.503,176.267,4096.007,11322.645,2608.455,653.851,2272.073,2987.955,7897.681
0,2006,1474.662,977.514,327.255,5066.9217,11455.943,3232.633,618.87,1458.56,3401.748,8009.827
0,2007,947.447,992.687,307.143,4261.6113,11243.712,3127.125,619.251,1384.967,3523.62,7712.101
0,2008,882.482,920.904,242.125,3241.5314,11620.093,3031.603,530.546,1505.928,3367.076,8174.114
0,2009,928.737,984.557,68.33,3710.4923,11808.155,3370.524,580.226,1083.16,3297.101,8462.475
0,2010,931.93,1138.439,350.053,4508.5165,12362.703,3045.794,723.884,1310.736,3263.645,8587.477
0,2011,956.47,1173.562,339.473,5263.4723,13111.018,3019.054,746.508,1342.705,3241.379,9180.432
0,2012,1005.726,1256.091,381.542,5594.6981,13379.615,3199.088,851.755,1083.542,3301.804,9277.326
0,2013,1043.609,1262.031,406.074,5830.8314,13508.686,2796.465,846.323,1618.644,3454.628,9168.226
0,2014,973.435,1228.6,397.595,7553.105,14313.532,3031.215,811.242,1559.143,3491.632,9794.43
0,2015,890.516,1349.024,437.257,7155.9904,15028.258,3462.391,854.602,1442.317,3495.443,10308.801
0,2016,822.219,1341.813,442.034,8687.6261,16004.253,4021.785,855.984,1292.946,3498.682,11068.341
0,2017,1016.288,1468.545,488.456,9519.0354,17019.082,4789.713,934.427,1197.852,3565.296,11883.352
0,2018,924.991,1356.041,511.047,9551.0904,17664.202,4638.232,773.687,1648.964,3691.247,12315.497
0,1999,6419.754,4161.581,2445.759,56176.1638,14471.044,1336.789,3333.575,4516.711,13177.625,7043.449
0,2000,7376.241,4089.499,2785.977,74881.1781,15283.254,1076.368,3262.068,4297.54,13745.916,6712.348
0,2001,8419.189,4705.95,1550.39,86665.0475,23296.423,4335.493,3537.932,7926.817,16285.246,14236.991
0,2002,9121.772,5118.186,2793.703,62522.72,24259.102,4273.973,3940.841,7002.202,17684.663,13594.549
0,2003,10290.415,5438.763,2753.233,72906.5388,26715.342,3452.329,4164.772,7639.535,19680.561,13643.084
0,2004,10734.485,5744.026,3235.851,72775.1196,28767.494,4787.934,4455.326,6825.644,19680.016,14441.711
0,2005,11386.028,6194.338,3372.065,60692.0361,29141.203,4571.504,4835.399,7415.514,22287.808,14725.932
0,2006,11281.883,6418.969,1716.755,74879.1065,36178.172,7009.664,4860.219,11951.195,22476.322,22123.986
0,2007,14042.733,7378.431,3606.314,87027.4465,39713.924,9487.789,5523.545,9103.278,25914.238,21935.384
0,2008,17042.559,8315.924,4880.719,82853.3492,42419.204,8713.327,6477.095,11591.908,29527.552,24939.653
0,2009,23313.891,8993.251,5745.838,83747.5603,52416.623,11266.294,6903.741,13049.489,30764.707,29517.894
0,2010,22317.529,10663.086,4626.172,74116.0034,59462.266,12523.517,8038.781,17262.434,35166.721,36985.802
0,2011,23768.774,12040.342,4728.449,88302.4112,60276.893,12039.822,8996.448,15480.228,38851.259,35750.748
0,2012,31322.583,12566.722,5962.92,103271.6885,67234.944,18085.302,9783.515,13280.176,39873.91,40421.712
0,2013,19247.0,4393.0,2576.0,59338.5963,42953.0,3388.0,2674.0,9507.0,21848.0,17686.0
0,2014,15261.0,4475.0,2284.0,67891.7357,41275.0,3408.0,2927.0,10532.0,20247.0,19636.0
0,2015,14155.0,4844.0,4423.0,66137.3852,41247.0,5871.0,3372.0,9186.0,20405.0,19921.0
0,2016,26776.0,4975.0,1400.0,56572.8983,52666.0,20681.0,3622.0,6660.0,20853.0,31949.0
0,2017,20147.0,7017.0,477.0,99507.3661,76250.0,27210.0,3996.0,8912.0,27390.0,45152.0
0,2018,14632.0,7562.0,2368.0,126983.9223,67173.0,19359.0,4284.0,9012.0,30578.0,36451.0
0,1999,32.3,11.872,-0.457,11.01,102.846,51.93,8.804,21.48,174.133,80.5
0,2000,29.086,7.902,0.676,10.3005,97.62,50.181,5.14,17.644,154.075,75.114
0,2001,34.617,5.766,0.812,15.1588,90.941,35.163,2.601,24.589,117.326,68.162
0,2002,19.51,1.976,-1.074,11.5394,73.797,33.524,0.088,11.872,74.015,52.539
0,2003,14.352,-3.545,-1.85,12.9426,61.876,27.411,-4.7,7.145,38.947,41.878
0,2004,16.187,0.871,1.8,14.8577,57.067,25.355,-0.326,5.737,22.636,36.154
0,2005,13.236,-0.307,0.526,15.7174,52.41,21.29,-1.177,4.584,18.183,31.463
0,2006,10.21,-1.005,0.967,15.3072,57.393,25.139,-1.998,4.486,19.02,35.933
0,2007,17.5,-2.293,1.336,21.0984,52.316,19.71,-3.052,3.731,17.756,29.85
0,2008,10.602,-3.305,-4.587,8.3439,43.645,19.221,-4.126,3.571,16.456,26.106
0,2009,8.726,-3.879,-1.885,12.4988,40.952,5.94,-4.269,5.195,18.562,25.762
0,2010,9.513,-2.377,-2.319,8.5651,26.228,5.7,-2.714,5.95,26.158,13.347
0,1999,2.295,-2.957,-3.34,47.6824,4.781,0.067,-3.24,3.736,0.507,3.803
0,2000,0.625,-7.988,-8.92,1.6323,1.964,1.418,-8.856,4.434,1.409,5.852
0,2001,0.006,-0.745,-3.285,0.5412,0.006,0.0,-2.127,4.705,1.462,4.705
0,2002,0.013,0.059,-0.063,0.0338,0.013,0.0,0.059,4.775,0.162,4.775
0,2003,0.002,-0.029,-0.179,0.0203,0.002,0.0,-0.029,4.944,0.075,4.944
0,2004,0.002,-0.029,0.147,0.2029,0.002,0.0,-0.029,4.797,0.093,4.797
0,2005,0.003,-0.014,0.083,0.1691,0.003,0.0,-0.014,4.715,0.099,4.715
0,2006,0.002,-0.05,-0.126,0.3044,0.002,0.0,-0.05,4.84,0.002,4.84
0,2007,0.337,-0.564,2.062,10.0472,0.346,0.0,-0.564,2.112,0.005,2.112
0,2008,0.167,-0.697,-0.794,10.4776,0.174,0.0,-0.699,3.712,0.093,3.712
0,2010,0.401,-0.593,-0.596,11.3006,0.402,0.0,-0.596,3.654,0.416,3.654
1,1999,69.961,7.766,6.091,73.784,86.159,0.925,7.411,20.502,169.189,21.427
1,2000,73.839,9.755,6.344,66.374,88.081,0.908,9.173,23.569,184.789,24.477
1,2001,90.558,7.759,4.245,65.1701,105.173,0.671,6.85,35.299,178.154,35.97
1,2002,100.724,8.965,4.945,69.6583,115.703,0.0,7.336,42.413,229.329,42.413
1,2003,110.578,13.973,7.595,190.5996,123.519,0.0,12.937,38.95,271.276,38.95
1,2004,132.974,17.163,13.067,282.392,149.697,0.0,16.044,48.845,297.718,49.274
1,2005,131.64,13.45,10.015,181.6294,149.028,0.0,12.159,37.391,313.381,41.202
1,2006,141.106,14.234,9.237,168.0038,166.592,0.0,12.888,36.399,297.13,51.307
1,2007,161.033,16.855,10.212,225.0525,188.478,0.0,15.064,48.103,313.473,63.349
1,2008,193.784,23.755,13.473,186.7674,222.243,0.0,21.377,64.998,359.591,81.361
1,2009,171.646,13.209,8.629,165.2226,205.464,0.0,11.343,46.937,322.646,63.424
1,2010,195.553,16.895,6.581,145.628,231.851,0.55,14.099,74.629,346.631,92.207
1,2011,198.615,23.112,8.968,178.6202,311.665,48.75,17.61,83.186,412.428,150.844
1,2012,191.969,33.953,16.981,243.2411,299.28,39.052,27.011,73.641,444.388,131.277
1,2013,218.3,44.604,22.328,387.6858,323.43,20.355,37.66,89.907,499.69,128.79
1,2014,276.354,55.608,29.0,521.9241,467.984,97.158,47.516,118.523,510.179,234.4
1,2015,310.31,65.676,33.483,717.8906,489.774,99.96,53.827,125.0,546.951,235.563
1,2016,352.661,69.652,34.766,647.8346,540.778,118.592,56.954,98.906,558.524,236.336
1,2017,471.555,68.18,11.376,464.9523,1038.185,339.2,44.426,222.805,638.318,633.118
1,2018,502.627,15.625,-316.121,103.1365,767.024,302.916,-17.187,302.518,711.359,671.739
0,1999,103.896,35.765,6.59,633.7406,528.436,403.761,21.584,82.192,278.188,501.147
0,2000,97.295,19.107,148.9,315.171,667.307,385.439,3.659,82.187,224.564,491.327
0,2001,90.747,-7.725,45.535,616.49,576.841,1.493,-26.051,324.738,198.857,353.836
0,1999,22.74,7.441,2.707,27.5736,41.388,5.987,5.272,10.552,79.813,19.512
0,2000,26.595,7.195,0.802,43.7891,46.21,10.313,5.019,9.649,80.914,23.504
0,1999,15.596,1.555,2.168,3.9454,20.767,5.012,0.605,8.64,34.309,13.849
0,2000,16.449,3.019,1.061,9.8663,21.118,4.924,2.429,7.988,34.413,13.225
0,2001,16.461,3.036,1.28,13.299,20.173,2.875,2.47,7.701,36.165,11.501
0,2002,14.932,1.593,0.659,12.7201,17.614,2.032,1.11,6.416,30.884,9.134
0,2003,17.191,2.92,1.222,17.6364,20.023,2.752,2.486,6.413,34.975,9.844
0,2004,19.968,6.084,3.238,53.5841,23.009,0.055,5.575,8.419,43.381,9.027
0,2005,23.865,7.484,2.937,48.6227,28.194,5.577,6.843,7.54,49.946,14.129
0,2006,31.487,7.548,3.886,50.6367,35.021,10.218,6.713,6.027,56.863,16.89
0,2007,37.86,7.624,4.022,50.6306,42.222,10.187,6.752,8.482,63.173,19.176
0,2008,38.646,7.887,4.467,23.5682,45.424,11.75,6.879,8.826,68.719,22.536
0,2009,35.756,3.945,2.842,29.0514,42.309,9.154,3.027,6.803,59.149,17.768
0,2010,42.627,3.85,2.573,29.2169,49.581,13.522,2.98,9.218,63.149,24.229
0,2011,46.522,5.387,2.811,29.7825,55.222,17.568,4.409,8.705,73.302,27.447
0,2012,58.409,6.451,3.549,34.5,67.828,24.32,5.361,11.73,84.37,36.962
0,2013,56.986,7.084,4.003,47.6949,68.079,22.912,5.879,9.876,89.577,33.074
0,2014,57.511,9.394,4.789,65.7871,79.308,24.147,7.694,15.363,107.222,39.88
0,2015,59.634,9.799,4.794,58.2552,81.421,25.913,7.747,11.936,109.812,38.237
0,2016,65.463,10.865,5.851,85.0203,92.066,32.936,8.443,12.82,124.574,45.946
0,2017,77.818,10.691,4.052,78.9516,114.73,47.161,7.796,16.783,130.55,64.792
0,2018,72.992,10.686,4.598,47.7518,109.477,43.727,7.456,13.365,137.321,57.145
0,1999,142.867,13.621,-33.62,201.5684,239.662,1.15,-4.049,128.441,342.131,132.149
0,1999,13.08,-0.225,-2.294,15.9063,22.853,9.072,-1.722,7.404,22.404,16.476
0,2000,13.388,-0.329,-1.428,2.1718,18.422,6.353,-1.55,5.709,21.054,12.062
0,2001,13.405,1.454,0.122,5.6133,17.623,6.998,0.693,4.143,22.809,11.141
0,2002,10.568,-1.213,-3.631,4.1846,12.856,3.15,-1.732,4.834,15.978,7.984
0,2003,10.245,1.899,0.868,14.0632,12.229,1.272,1.406,4.972,19.728,6.244
0,2004,13.19,2.431,7.877,28.9643,19.693,0.0,1.924,2.239,20.656,2.239
0,2005,22.131,6.072,10.292,96.0169,31.116,0.0,5.524,3.298,28.519,3.298
0,2006,28.602,6.139,3.427,80.052,35.306,0.0,5.608,3.005,32.445,3.005
0,2007,22.985,2.658,1.846,42.1974,30.145,0.0,2.268,2.351,26.976,2.351
0,2008,19.511,-2.665,-1.626,9.9241,30.622,1.5,-3.049,2.878,19.175,4.378
0,2009,20.557,4.171,2.363,42.1262,31.421,0.0,3.499,2.759,27.989,2.759
0,2010,23.76,0.183,-0.66,24.3162,34.792,2.0,-0.628,4.016,25.954,6.402
0,2011,22.98,0.759,-0.493,14.8709,31.847,0.0,-0.653,3.513,24.104,3.778
0,2012,27.332,4.248,2.065,22.7556,33.96,0.0,2.893,3.695,27.576,3.776
0,2013,28.12,3.116,1.142,45.7949,34.023,0.0,1.641,2.456,27.023,2.603
0,2014,32.405,3.713,1.623,65.592,36.986,0.0,2.528,3.541,30.971,3.753
0,2015,28.154,2.344,1.041,54.1001,39.449,0.0,1.43,4.263,29.722,4.629
0,2016,29.767,5.227,2.689,65.1938,42.544,0.0,4.285,6.362,50.689,6.77
0,2017,36.985,-0.159,-3.626,48.4646,42.801,0.0,-1.101,10.313,39.395,10.794
0,2018,30.856,3.346,-0.195,48.0675,39.191,0.0,2.425,9.883,49.38,11.479
1,1999,264.225,14.034,6.387,35.853,293.048,9.9,7.963,244.787,3995.477,257.027
1,2000,420.349,19.606,8.84,59.052,448.044,11.9,12.861,387.743,7022.16,403.731
1,2001,199.305,-5.784,-4.569,32.9004,227.027,11.475,-12.51,168.971,4717.242,187.831
1,2002,179.054,7.787,1.452,22.1445,202.12,11.475,2.222,147.762,2323.317,162.02
1,2003,185.651,14.893,3.102,57.1539,210.261,11.475,9.228,152.665,1721.929,168.029
1,2004,209.339,20.537,8.608,74.4055,238.854,11.475,13.965,173.55,2069.788,189.279
1,2005,270.45,26.071,17.641,96.3391,312.662,11.475,19.011,231.129,2364.833,247.006
1,2006,241.79,24.452,10.483,127.004,289.287,3.0,14.967,206.582,2246.603,214.919
1,2007,311.893,23.213,17.056,108.4026,357.075,0.0,11.829,261.321,2636.222,267.633
1,2008,169.366,1.899,-5.572,71.706,210.926,0.0,-11.474,127.807,4159.672,129.165
1,2009,202.563,16.721,4.149,93.0069,249.401,0.0,6.401,164.191,1943.128,165.6
1,2010,246.976,24.363,8.631,102.5649,301.305,0.0,12.546,206.998,2211.97,211.15
1,2011,304.965,48.87,22.931,122.7902,378.84,0.0,32.61,256.094,3214.399,268.158
1,2012,324.556,62.56,27.791,147.9253,419.501,0.0,41.846,266.082,3380.964,283.643
1,2013,351.73,56.651,21.61,288.933,448.082,0.0,34.376,272.169,3945.969,293.397
1,2014,250.945,31.568,6.523,210.6891,340.814,0.0,6.953,168.603,4132.826,183.317
1,2015,176.537,21.358,-1.275,161.9712,243.215,0.0,-2.359,80.197,1944.279,90.705
1,2016,192.518,24.846,2.513,167.2437,246.872,0.0,6.054,86.074,1099.54,95.56
0,1999,15.055,1.065,-0.645,6.603,20.684,0.171,0.14,15.621,31.061,16.414
0,2000,14.026,2.005,0.331,6.603,19.21,0.12,0.905,13.919,30.646,14.609
0,2001,11.243,2.269,0.271,12.2816,15.857,1.61,1.206,9.375,27.183,10.985
0,2002,18.81,4.119,2.36,22.4502,22.931,1.582,3.06,13.739,40.857,15.699
0,1999,1409.878,232.834,-88.936,4301.733,4377.698,1427.282,-282.686,910.652,2857.604,2398.425
0,2000,2657.689,1467.806,983.026,4339.0173,5767.735,1167.973,888.736,1224.109,4644.187,2596.068
0,2001,2353.109,660.815,-60.581,5400.3776,5647.242,672.945,37.948,1313.937,3891.754,2092.187
0,2002,2019.678,-96.642,-1303.012,2225.6509,5619.181,1779.837,-852.811,1372.079,2697.029,3151.916
0,2003,2900.278,748.386,-274.49,5218.7697,7094.345,1899.674,-247.277,1452.27,3519.168,3938.395
0,2004,3227.997,1451.517,91.156,8626.0928,7844.21,1628.268,227.265,1846.376,5001.435,3993.516
0,2005,3558.836,1466.999,165.483,13327.1262,7287.779,1327.065,247.655,1821.961,5847.577,3700.954
0,2006,3963.0,1238.0,-166.0,11131.45,13147.0,3672.0,401.0,2852.0,5649.0,7072.0
0,2007,3816.0,94.0,-3379.0,4545.0,11550.0,5031.0,-1211.0,2625.0,6013.0,8295.0
0,2008,2379.0,255.0,-3098.0,1315.44,7675.0,4702.0,-968.0,2226.0,5808.0,7588.0
0,2009,4275.0,615.0,376.0,6495.28,9078.0,4252.0,-513.0,2210.0,5403.0,7354.0
0,2010,3594.0,809.0,471.0,5586.94,4964.0,2188.0,492.0,1674.0,6494.0,3951.0
0,2011,3229.0,741.0,491.0,3769.2,4954.0,1527.0,495.0,1774.0,6568.0,3364.0
0,2012,2265.0,224.0,-1183.0,1711.2,4000.0,2037.0,31.0,1397.0,5422.0,3462.0
0,2013,2884.0,242.0,-83.0,2805.75,4337.0,1998.0,85.0,1618.0,5299.0,3793.0
0,2014,2736.0,278.0,-403.0,2071.92,3767.0,2035.0,149.0,1440.0,5506.0,3580.0
0,2015,2320.0,-222.0,-660.0,2273.04,3109.0,2032.0,-319.0,1403.0,3991.0,3521.0
0,2016,2530.0,-59.0,-497.0,10602.9,3321.0,1435.0,-130.0,1346.0,4272.0,2905.0
0,2017,2622.0,229.0,43.0,9940.76,3540.0,1325.0,152.0,1486.0,5329.0,2929.0
0,2018,3540.0,590.0,337.0,18552.3,4556.0,1114.0,496.0,1984.0,6475.0,3290.0
